dataname;model;n_neighs;points;1-NN;T;C;status;restricted;artificial_connected
difficult;mvu;11;1024;0.37891;0.987;0.996;Inaccurate/Unbounded;6;None;True
difficult;mvu;12;1024;0.31543;0.997;0.999;Solved;6;None;None
difficult;mvu;13;1024;0.33594;0.998;0.999;Inaccurate/Unbounded;6;None;None
difficult;mvu;14;1024;0.30859;0.999;1.0;Inaccurate/Unbounded;6;None;None
difficult;mvu;15;1024;0.34082;0.999;1.0;Solved;6;None;None
coil20;pca;5;1440;0.051;0.993;0.997;None;None;None;None
coil20;pca;6;1440;0.051;0.992;0.996;None;None;None;None
coil20;pca;7;1440;0.051;0.991;0.996;None;None;None;None
coil20;pca;8;1440;0.051;0.99;0.995;None;None;None;None
coil20;pca;9;1440;0.051;0.989;0.995;None;None;None;None
coil20;pca;10;1440;0.051;0.988;0.994;None;None;None;None
coil20;pca;11;1440;0.051;0.987;0.994;None;None;None;None
coil20;pca;12;1440;0.051;0.987;0.994;None;None;None;None
coil20;pca;13;1440;0.051;0.986;0.993;None;None;None;None
coil20;pca;14;1440;0.051;0.986;0.993;None;None;None;None
coil20;pca;15;1440;0.051;0.985;0.993;None;None;None;None
coil20;isomap;5;1440;0.086;0.965;0.995;None;None;None;True
coil20;isomap;6;1440;0.103;0.964;0.995;None;None;None;True
coil20;isomap;7;1440;0.106;0.969;0.995;None;None;None;True
coil20;isomap;8;1440;0.083;0.974;0.995;None;None;None;True
coil20;isomap;9;1440;0.094;0.972;0.994;None;None;None;True
coil20;isomap;10;1440;0.09;0.973;0.994;None;None;None;True
coil20;isomap;11;1440;0.098;0.978;0.994;None;None;None;True
coil20;isomap;12;1440;0.097;0.978;0.994;None;None;None;True
coil20;isomap;13;1440;0.103;0.979;0.993;None;None;None;True
coil20;isomap;14;1440;0.11;0.973;0.994;None;None;None;True
coil20;isomap;15;1440;0.089;0.979;0.994;None;None;None;True
coil20;lle;5;1440;0.105;0.93;0.979;None;None;None;True
coil20;lle;6;1440;0.097;0.922;0.978;None;None;None;True
coil20;lle;7;1440;0.088;0.934;0.978;None;None;None;True
coil20;lle;8;1440;0.112;0.929;0.977;None;None;None;True
coil20;lle;9;1440;0.233;0.88;0.966;None;None;None;True
coil20;lle;10;1440;0.199;0.911;0.968;None;None;None;True
coil20;lle;11;1440;0.239;0.932;0.968;None;None;None;True
coil20;lle;12;1440;0.241;0.895;0.967;None;None;None;True
coil20;lle;13;1440;0.197;0.932;0.963;None;None;None;True
coil20;lle;14;1440;0.28;0.903;0.963;None;None;None;True
coil20;lle;15;1440;0.173;0.938;0.972;None;None;None;True
coil20;le;5;1440;0.469;0.752;0.944;None;None;None;True
coil20;le;6;1440;0.643;0.655;0.81;None;None;None;True
coil20;le;7;1440;0.588;0.654;0.802;None;None;None;True
coil20;le;8;1440;0.615;0.635;0.774;None;None;None;True
coil20;le;9;1440;0.68;0.711;0.748;None;None;None;True
coil20;le;10;1440;0.705;0.581;0.719;None;None;None;True
coil20;le;11;1440;0.265;0.89;0.984;None;None;None;True
coil20;le;12;1440;0.218;0.881;0.984;None;None;None;True
coil20;le;13;1440;0.215;0.897;0.985;None;None;None;True
coil20;le;14;1440;0.174;0.953;0.988;None;None;None;True
coil20;le;15;1440;0.155;0.963;0.99;None;None;None;True
coil20;hlle;5;1440;0.153;0.889;0.977;None;None;None;True
coil20;hlle;6;1440;0.104;0.915;0.981;None;None;None;True
coil20;hlle;7;1440;0.133;0.911;0.976;None;None;None;True
coil20;hlle;8;1440;0.187;0.883;0.973;None;None;None;True
coil20;hlle;9;1440;0.235;0.871;0.968;None;None;None;True
coil20;hlle;10;1440;0.185;0.919;0.97;None;None;None;True
coil20;hlle;11;1440;0.253;0.88;0.964;None;None;None;True
coil20;hlle;12;1440;0.234;0.893;0.965;None;None;None;True
coil20;hlle;13;1440;0.196;0.944;0.967;None;None;None;True
coil20;hlle;14;1440;0.208;0.941;0.968;None;None;None;True
coil20;hlle;15;1440;0.223;0.932;0.971;None;None;None;True
coil20;ltsa.skl;5;1440;0.373;0.814;0.836;None;None;None;None
coil20;ltsa.skl;6;1440;0.688;0.689;0.638;None;None;None;None
coil20;ltsa.skl;7;1440;0.069;0.911;0.966;None;None;None;None
coil20;ltsa.skl;8;1440;0.596;0.689;0.777;None;None;None;None
coil20;ltsa.skl;9;1440;0.658;0.686;0.74;None;None;None;None
coil20;ltsa.skl;10;1440;0.701;0.518;0.71;None;None;None;None
coil20;ltsa.skl;11;1440;0.329;0.868;0.965;None;None;None;None
coil20;ltsa.skl;12;1440;0.138;0.921;0.975;None;None;None;None
coil20;ltsa.skl;13;1440;0.156;0.911;0.972;None;None;None;None
coil20;ltsa.skl;14;1440;0.093;0.928;0.975;None;None;None;None
coil20;ltsa.skl;15;1440;0.111;0.936;0.978;None;None;None;None
coil20;none;1;1440;0.001;None;None;None;None;None;None
coil20;isomap.eng;5;1440;0.094;0.966;0.995;None;None;None;True
coil20;isomap.eng;6;1440;0.102;0.964;0.994;None;None;None;True
coil20;isomap.eng;7;1440;0.101;0.971;0.995;None;None;None;True
coil20;isomap.eng;8;1440;0.084;0.974;0.995;None;None;None;True
coil20;isomap.eng;9;1440;0.094;0.974;0.994;None;None;None;True
coil20;isomap.eng;10;1440;0.09;0.973;0.994;None;None;None;True
coil20;isomap.eng;11;1440;0.098;0.978;0.994;None;None;None;True
coil20;isomap.eng;12;1440;0.093;0.979;0.994;None;None;None;True
coil20;isomap.eng;13;1440;0.102;0.978;0.994;None;None;None;True
coil20;isomap.eng;14;1440;0.11;0.973;0.994;None;None;None;True
coil20;isomap.eng;15;1440;0.09;0.978;0.994;None;None;None;True
coil20;lle.eng;5;1440;0.453;0.882;0.954;None;None;None;True
coil20;lle.eng;6;1440;0.463;0.841;0.937;None;None;None;True
coil20;lle.eng;7;1440;0.472;0.865;0.936;None;None;None;True
coil20;lle.eng;8;1440;0.469;0.825;0.943;None;None;None;True
coil20;lle.eng;9;1440;0.485;0.825;0.932;None;None;None;True
coil20;lle.eng;10;1440;0.452;0.853;0.935;None;None;None;True
coil20;lle.eng;11;1440;0.326;0.902;0.959;None;None;None;True
coil20;lle.eng;12;1440;0.333;0.912;0.957;None;None;None;True
coil20;lle.eng;13;1440;0.342;0.918;0.954;None;None;None;True
coil20;lle.eng;14;1440;0.319;0.929;0.961;None;None;None;True
coil20;lle.eng;15;1440;0.178;0.944;0.974;None;None;None;True
coil20;le.eng;5;1440;0.128;0.969;0.996;None;None;None;True
coil20;le.eng;6;1440;0.131;0.97;0.996;None;None;None;True
coil20;le.eng;7;1440;0.136;0.962;0.995;None;None;None;True
coil20;le.eng;8;1440;0.132;0.956;0.994;None;None;None;True
coil20;le.eng;9;1440;0.133;0.961;0.993;None;None;None;True
coil20;le.eng;10;1440;0.146;0.961;0.993;None;None;None;True
coil20;le.eng;11;1440;0.144;0.96;0.993;None;None;None;True
coil20;le.eng;12;1440;0.155;0.965;0.992;None;None;None;True
coil20;le.eng;13;1440;0.158;0.97;0.992;None;None;None;True
coil20;le.eng;14;1440;0.143;0.977;0.992;None;None;None;True
coil20;le.eng;15;1440;0.136;0.972;0.992;None;None;None;True
coil20;hlle.eng;5;1440;0.461;0.865;0.949;None;None;None;True
coil20;hlle.eng;6;1440;0.433;0.848;0.943;None;None;None;True
coil20;hlle.eng;7;1440;0.431;0.872;0.936;None;None;None;True
coil20;hlle.eng;8;1440;0.472;0.808;0.942;None;None;None;True
coil20;hlle.eng;9;1440;0.487;0.817;0.934;None;None;None;True
coil20;hlle.eng;10;1440;0.489;0.811;0.932;None;None;None;True
coil20;hlle.eng;11;1440;0.452;0.861;0.944;None;None;None;True
coil20;hlle.eng;12;1440;0.334;0.909;0.958;None;None;None;True
coil20;hlle.eng;13;1440;0.353;0.917;0.953;None;None;None;True
coil20;hlle.eng;14;1440;0.321;0.91;0.957;None;None;None;True
coil20;hlle.eng;15;1440;0.217;0.941;0.972;None;None;None;True
coil20;mvu.based;5;1440;0.09514;0.917;0.969;Solved;4;None;None
coil20;mvu.based;6;1440;0.09583;0.924;0.962;Solved;4;None;None
coil20;mvu.based;7;1440;0.06181;0.927;0.938;Solved;5;None;None
coil20;mvu.based;8;1440;0.07917;0.939;0.97;Solved;5;None;None
coil20;mvu.based;9;1440;0.11458;0.914;0.969;Solved;7;None;None
coil20;mvu.based;10;1440;0.09722;0.914;0.969;Solved;8;None;None
coil20;mvu.based;11;1440;0.11597;0.904;0.962;Solved;10;None;None
coil20;mvu.based;12;1440;0.12361;0.9;0.958;Solved;10;None;None
coil20;mvu.based;13;1440;0.13403;0.899;0.955;Solved;11;None;None
coil20;mvu.based;14;1440;0.09375;0.95;0.954;Solved;10;None;None
coil20;mvu.based;15;1440;0.03958;0.965;0.926;Solved;10;None;None
coil20;mvu;5;1440;0.23889;0.883;0.99;Inaccurate/Unbounded;2;None;True
coil20;mvu;6;1440;0.18194;0.946;0.994;Inaccurate/Unbounded;3;None;True
coil20;mvu;7;1440;0.2;0.941;0.995;Inaccurate/Unbounded;3;None;True
coil20;mvu;8;1440;0.15139;0.95;0.995;Inaccurate/Unbounded;3;None;True
coil20;mvu;9;1440;0.16458;0.939;0.994;Inaccurate/Unbounded;3;None;True
coil20;mvu;10;1440;0.11597;0.957;0.995;Inaccurate/Unbounded;4;None;True
coil20;mvu;11;1440;0.15625;0.95;0.994;Inaccurate/Unbounded;4;None;True
coil20;mvu;12;1440;0.10486;0.961;0.995;Inaccurate/Unbounded;4;None;True
coil20;mvu;13;1440;0.12917;0.96;0.995;Inaccurate/Unbounded;4;None;True
coil20;mvu;14;1440;0.09236;0.961;0.995;Inaccurate/Unbounded;5;None;True
coil20;mvu;15;1440;0.05278;0.979;0.997;Inaccurate/Unbounded;5;None;True
orl;pca;5;400;0.052;0.99;0.989;None;None;None;None
orl;pca;6;400;0.052;0.989;0.987;None;None;None;None
orl;pca;7;400;0.052;0.987;0.986;None;None;None;None
orl;pca;8;400;0.052;0.986;0.985;None;None;None;None
orl;pca;9;400;0.052;0.984;0.984;None;None;None;None
orl;pca;10;400;0.052;0.984;0.982;None;None;None;None
orl;pca;11;400;0.052;0.983;0.981;None;None;None;None
orl;pca;12;400;0.052;0.982;0.98;None;None;None;None
orl;pca;13;400;0.052;0.981;0.98;None;None;None;None
orl;pca;14;400;0.052;0.98;0.979;None;None;None;None
orl;pca;15;400;0.052;0.979;0.978;None;None;None;None
orl;isomap;5;400;0.145;0.981;0.996;None;None;None;True
orl;isomap;6;400;0.15;0.978;0.994;None;None;None;True
orl;isomap;7;400;0.168;0.974;0.991;None;None;None;True
orl;isomap;8;400;0.158;0.969;0.988;None;None;None;True
orl;isomap;9;400;0.165;0.97;0.987;None;None;None;True
orl;isomap;10;400;0.172;0.966;0.985;None;None;None;True
orl;isomap;11;400;0.147;0.963;0.984;None;None;None;True
orl;isomap;12;400;0.14;0.964;0.982;None;None;None;True
orl;isomap;13;400;0.188;0.962;0.981;None;None;None;True
orl;isomap;14;400;0.185;0.961;0.98;None;None;None;True
orl;isomap;15;400;0.168;0.961;0.979;None;None;None;True
orl;lle;5;400;0.383;0.928;0.962;None;None;None;True
orl;lle;6;400;0.175;0.958;0.972;None;None;None;True
orl;lle;7;400;0.15;0.949;0.969;None;None;None;True
orl;lle;8;400;0.155;0.95;0.961;None;None;None;True
orl;lle;9;400;0.158;0.944;0.949;None;None;None;True
orl;lle;10;400;0.113;0.952;0.952;None;None;None;True
orl;lle;11;400;0.115;0.953;0.948;None;None;None;True
orl;lle;12;400;0.107;0.952;0.948;None;None;None;True
orl;lle;13;400;0.102;0.95;0.946;None;None;None;True
orl;lle;14;400;0.11;0.949;0.944;None;None;None;True
orl;lle;15;400;0.105;0.943;0.94;None;None;None;True
orl;le;5;400;0.133;0.982;0.992;None;None;None;True
orl;le;6;400;0.145;0.979;0.99;None;None;None;True
orl;le;7;400;0.215;0.975;0.986;None;None;None;True
orl;le;8;400;0.203;0.97;0.983;None;None;None;True
orl;le;9;400;0.235;0.967;0.98;None;None;None;True
orl;le;10;400;0.235;0.967;0.978;None;None;None;True
orl;le;11;400;0.253;0.965;0.978;None;None;None;True
orl;le;12;400;0.29;0.963;0.976;None;None;None;True
orl;le;13;400;0.263;0.962;0.975;None;None;None;True
orl;le;14;400;0.258;0.961;0.975;None;None;None;True
orl;le;15;400;0.268;0.961;0.973;None;None;None;True
orl;hlle;5;400;0.372;0.932;0.961;None;None;None;True
orl;hlle;6;400;0.168;0.958;0.972;None;None;None;True
orl;hlle;7;400;0.147;0.948;0.969;None;None;None;True
orl;hlle;8;400;0.155;0.95;0.963;None;None;None;True
orl;hlle;9;400;0.158;0.944;0.949;None;None;None;True
orl;hlle;10;400;0.113;0.952;0.952;None;None;None;True
orl;hlle;11;400;0.115;0.953;0.948;None;None;None;True
orl;hlle;12;400;0.107;0.952;0.948;None;None;None;True
orl;hlle;13;400;0.102;0.95;0.946;None;None;None;True
orl;hlle;14;400;0.11;0.949;0.944;None;None;None;True
orl;hlle;15;400;0.105;0.943;0.94;None;None;None;True
orl;mvu.based;5;400;0.2525;0.821;0.903;Solved;6;None;None
orl;mvu.based;6;400;0.1975;0.822;0.882;Solved;7;None;None
orl;mvu.based;7;400;0.2225;0.793;0.862;Solved;8;None;None
orl;mvu.based;8;400;0.245;0.792;0.842;Solved;8;None;None
orl;mvu.based;9;400;0.185;0.772;0.823;Solved;10;None;None
orl;mvu.based;10;400;0.115;0.98;0.996;Unbounded;25;None;False
orl;mvu.based;11;400;0.0475;0.987;0.998;Unbounded;148;None;False
orl;mvu.based;12;400;0.075;0.982;0.997;Unbounded;47;None;False
orl;mvu.based;13;400;0.0475;0.986;0.998;Unbounded;195;None;False
orl;mvu.based;14;400;0.045;0.987;0.998;Unbounded;203;None;False
orl;mvu.based;15;400;0.05;0.983;0.998;Unbounded;79;None;False
orl;mvu;5;400;0.2525;0.964;0.996;Solved;5;None;True
orl;mvu;6;400;0.2075;0.974;0.996;Inaccurate/Unbounded;6;None;True
orl;mvu;7;400;0.21;0.974;0.995;Inaccurate/Unbounded;7;None;True
orl;mvu;8;400;0.2375;0.972;0.995;Inaccurate/Unbounded;8;None;True
orl;mvu;9;400;0.195;0.971;0.994;Solved;10;None;True
orl;mvu;10;400;0.145;0.977;0.996;Solved;11;None;None
orl;mvu;11;400;0.12;0.978;0.996;Inaccurate/Unbounded;12;None;None
orl;mvu;12;400;0.115;0.98;0.996;Solved;14;None;None
orl;mvu;13;400;0.105;0.98;0.997;Inaccurate/Unbounded;16;None;None
orl;mvu;14;400;0.0825;0.981;0.997;Solved;17;None;None
orl;mvu;15;400;0.0625;0.981;0.997;Solved;18;None;None
parallel.swiss;isomap;5;2000;0.13;0.996;0.998;None;None;None;True
parallel.swiss;isomap;6;2000;0.111;0.996;0.998;None;None;None;True
parallel.swiss;isomap;7;2000;0.115;0.993;0.997;None;None;None;True
parallel.swiss;isomap;8;2000;0.104;0.993;0.997;None;None;None;True
parallel.swiss;isomap;9;2000;0.193;0.933;0.985;None;None;None;True
parallel.swiss;isomap;10;2000;0.283;0.911;0.982;None;None;None;True
parallel.swiss;isomap;11;2000;0.273;0.912;0.981;None;None;None;True
parallel.swiss;isomap;12;2000;0.265;0.912;0.98;None;None;None;True
parallel.swiss;isomap;13;2000;0.268;0.91;0.98;None;None;None;True
parallel.swiss;isomap;14;2000;0.288;0.889;0.978;None;None;None;True
parallel.swiss;isomap;15;2000;0.278;0.886;0.976;None;None;None;True
parallel.swiss;isomap.eng;5;2000;0.108;0.998;0.999;None;None;None;True
parallel.swiss;isomap.eng;6;2000;0.09;0.999;0.999;None;None;None;True
parallel.swiss;isomap.eng;7;2000;0.09;0.999;0.999;None;None;None;True
parallel.swiss;isomap.eng;8;2000;0.098;0.999;0.999;None;None;None;True
parallel.swiss;isomap.eng;9;2000;0.181;0.964;0.995;None;None;None;True
parallel.swiss;isomap.eng;10;2000;0.155;0.946;0.993;None;None;None;True
parallel.swiss;isomap.eng;11;2000;0.159;0.943;0.992;None;None;None;True
parallel.swiss;isomap.eng;12;2000;0.155;0.941;0.992;None;None;None;True
parallel.swiss;isomap.eng;13;2000;0.174;0.942;0.991;None;None;None;True
parallel.swiss;isomap.eng;14;2000;0.267;0.932;0.992;None;None;None;True
parallel.swiss;isomap.eng;15;2000;0.18;0.923;0.991;None;None;None;True
parallel.swiss;lle;5;2000;0.451;0.809;0.869;None;None;None;True
parallel.swiss;lle;6;2000;0.417;0.889;0.985;None;None;None;True
parallel.swiss;lle;7;2000;0.444;0.898;0.989;None;None;None;True
parallel.swiss;lle;8;2000;0.442;0.828;0.978;None;None;None;True
parallel.swiss;lle;9;2000;0.484;0.781;0.86;None;None;None;True
parallel.swiss;lle;10;2000;0.472;0.794;0.859;None;None;None;True
parallel.swiss;lle;11;2000;0.521;0.798;0.857;None;None;None;True
parallel.swiss;lle;12;2000;0.499;0.8;0.857;None;None;None;True
parallel.swiss;lle;13;2000;0.476;0.862;0.959;None;None;None;True
parallel.swiss;lle;14;2000;0.481;0.801;0.856;None;None;None;True
parallel.swiss;lle;15;2000;0.518;0.804;0.858;None;None;None;True
parallel.swiss;lle.eng;5;2000;0.289;0.866;0.971;None;None;None;True
parallel.swiss;lle.eng;6;2000;0.234;0.909;0.988;None;None;None;True
parallel.swiss;lle.eng;7;2000;0.172;0.962;0.998;None;None;None;True
parallel.swiss;lle.eng;8;2000;0.229;0.948;0.997;None;None;None;True
parallel.swiss;lle.eng;9;2000;0.191;0.965;0.996;None;None;None;True
parallel.swiss;lle.eng;10;2000;0.343;0.927;0.993;None;None;None;True
parallel.swiss;lle.eng;11;2000;0.339;0.932;0.991;None;None;None;True
parallel.swiss;lle.eng;12;2000;0.33;0.928;0.989;None;None;None;True
parallel.swiss;lle.eng;13;2000;0.339;0.934;0.991;None;None;None;True
parallel.swiss;lle.eng;14;2000;0.347;0.935;0.99;None;None;None;True
parallel.swiss;lle.eng;15;2000;0.344;0.929;0.987;None;None;None;True
parallel.swiss;le;5;2000;0.478;0.83;0.872;None;None;None;True
parallel.swiss;le;6;2000;0.472;0.829;0.872;None;None;None;True
parallel.swiss;le;7;2000;0.47;0.827;0.874;None;None;None;True
parallel.swiss;le;8;2000;0.457;0.826;0.872;None;None;None;True
parallel.swiss;le;9;2000;0.463;0.843;0.872;None;None;None;True
parallel.swiss;le;10;2000;0.46;0.83;0.871;None;None;None;True
parallel.swiss;le;11;2000;0.479;0.838;0.871;None;None;None;True
parallel.swiss;le;12;2000;0.459;0.83;0.871;None;None;None;True
parallel.swiss;le;13;2000;0.469;0.826;0.871;None;None;None;True
parallel.swiss;le;14;2000;0.457;0.826;0.87;None;None;None;True
parallel.swiss;le;15;2000;0.476;0.819;0.885;None;None;None;True
parallel.swiss;le.eng;5;2000;0.117;0.99;0.998;None;None;None;True
parallel.swiss;le.eng;6;2000;0.12;0.989;0.998;None;None;None;True
parallel.swiss;le.eng;7;2000;0.126;0.992;0.998;None;None;None;True
parallel.swiss;le.eng;8;2000;0.128;0.995;0.998;None;None;None;True
parallel.swiss;le.eng;9;2000;0.127;0.995;0.998;None;None;None;True
parallel.swiss;le.eng;10;2000;0.113;0.994;0.998;None;None;None;True
parallel.swiss;le.eng;11;2000;0.133;0.986;0.997;None;None;None;True
parallel.swiss;le.eng;12;2000;0.132;0.978;0.997;None;None;None;True
parallel.swiss;le.eng;13;2000;0.13;0.974;0.996;None;None;None;True
parallel.swiss;le.eng;14;2000;0.134;0.974;0.996;None;None;None;True
parallel.swiss;le.eng;15;2000;0.154;0.966;0.996;None;None;None;True
parallel.swiss;hlle;5;2000;0.409;0.866;0.983;None;None;None;True
parallel.swiss;hlle;6;2000;0.48;0.825;0.867;None;None;None;True
parallel.swiss;hlle;7;2000;0.469;0.82;0.871;None;None;None;True
parallel.swiss;hlle;8;2000;0.491;0.768;0.864;None;None;None;True
parallel.swiss;hlle;9;2000;0.478;0.833;0.969;None;None;None;True
parallel.swiss;hlle;10;2000;0.47;0.794;0.859;None;None;None;True
parallel.swiss;hlle;11;2000;0.521;0.798;0.857;None;None;None;True
parallel.swiss;hlle;12;2000;0.499;0.8;0.857;None;None;None;True
parallel.swiss;hlle;13;2000;0.479;0.795;0.856;None;None;None;True
parallel.swiss;hlle;14;2000;0.481;0.801;0.856;None;None;None;True
parallel.swiss;hlle;15;2000;0.517;0.804;0.858;None;None;None;True
parallel.swiss;hlle.eng;5;2000;0.227;0.907;0.984;None;None;None;True
parallel.swiss;hlle.eng;6;2000;0.234;0.909;0.988;None;None;None;True
parallel.swiss;hlle.eng;7;2000;0.172;0.962;0.998;None;None;None;True
parallel.swiss;hlle.eng;8;2000;0.229;0.948;0.997;None;None;None;True
parallel.swiss;hlle.eng;9;2000;0.191;0.965;0.996;None;None;None;True
parallel.swiss;hlle.eng;10;2000;0.343;0.927;0.993;None;None;None;True
parallel.swiss;hlle.eng;11;2000;0.339;0.932;0.991;None;None;None;True
parallel.swiss;hlle.eng;12;2000;0.33;0.928;0.989;None;None;None;True
parallel.swiss;hlle.eng;13;2000;0.339;0.934;0.991;None;None;None;True
parallel.swiss;hlle.eng;14;2000;0.347;0.935;0.99;None;None;None;True
parallel.swiss;hlle.eng;15;2000;0.344;0.929;0.987;None;None;None;True
parallel.swiss;none;1;2000;0.071;None;None;None;None;None;None
parallel.swiss;mvu.based;5;2000;0.077;0.996;0.999;Solved;2;None;None
parallel.swiss;mvu.based;6;2000;0.072;1.0;1.0;Solved;2;None;None
parallel.swiss;mvu.based;7;2000;0.072;1.0;1.0;Solved;2;None;None
parallel.swiss;mvu.based;8;2000;0.0825;1.0;1.0;Solved;2;None;None
parallel.swiss;mvu.based;9;2000;0.071;1.0;1.0;Unbounded;4;None;None
parallel.swiss;mvu.based;10;2000;0.071;1.0;1.0;Unbounded;3;None;None
parallel.swiss;mvu.based;11;2000;0.071;1.0;1.0;Unbounded;3;None;None
parallel.swiss;mvu.based;12;2000;0.071;1.0;1.0;Unbounded;3;None;None
parallel.swiss;mvu.based;13;2000;0.071;1.0;1.0;Unbounded;3;None;None
parallel.swiss;mvu.based;14;2000;0.071;1.0;1.0;Unbounded;3;None;None
parallel.swiss;mvu;5;2000;0.319;0.905;0.99;Inaccurate/Unbounded;2;None;True
parallel.swiss;mvu;6;2000;0.1795;0.946;0.991;Inaccurate/Unbounded;3;None;True
parallel.swiss;mvu;7;2000;0.072;1.0;1.0;Inaccurate/Unbounded;4;None;True
parallel.swiss;mvu;8;2000;0.072;1.0;1.0;Inaccurate/Unbounded;4;None;True
parallel.swiss;mvu;9;2000;0.075;0.997;1.0;Inaccurate/Unbounded;4;None;True
parallel.swiss;mvu;10;2000;0.074;0.992;1.0;Inaccurate/Unbounded;4;None;True
parallel.swiss;mvu;11;2000;0.083;0.993;1.0;Inaccurate/Unbounded;4;None;True
parallel.swiss;mvu;12;2000;0.08;0.999;1.0;Inaccurate/Unbounded;5;None;True
parallel.swiss;mvu;13;2000;0.0755;1.0;1.0;Inaccurate/Unbounded;4;None;True
parallel.swiss;mvu;14;2000;0.073;1.0;1.0;Inaccurate/Unbounded;4;None;True
parallel.swiss;mvu;15;2000;0.088;0.999;1.0;Inaccurate/Unbounded;5;None;True
broken.s_curve;isomap;5;1000;0.248;0.959;0.989;None;None;None;True
broken.s_curve;isomap;6;1000;0.223;0.956;0.988;None;None;None;True
broken.s_curve;isomap;7;1000;0.239;0.957;0.987;None;None;None;True
broken.s_curve;isomap;8;1000;0.201;0.957;0.987;None;None;None;True
broken.s_curve;isomap;9;1000;0.197;0.955;0.986;None;None;None;True
broken.s_curve;isomap;10;1000;0.204;0.955;0.986;None;None;None;True
broken.s_curve;isomap;11;1000;0.204;0.952;0.985;None;None;None;True
broken.s_curve;isomap;12;1000;0.201;0.951;0.985;None;None;None;True
broken.s_curve;isomap;13;1000;0.216;0.952;0.984;None;None;None;True
broken.s_curve;isomap;14;1000;0.218;0.952;0.984;None;None;None;True
broken.s_curve;isomap;15;1000;0.211;0.952;0.984;None;None;None;True
broken.s_curve;isomap.eng;5;1000;0.084;0.988;0.994;None;None;None;True
broken.s_curve;isomap.eng;6;1000;0.083;0.988;0.993;None;None;None;True
broken.s_curve;isomap.eng;7;1000;0.095;0.993;0.996;None;None;None;True
broken.s_curve;isomap.eng;8;1000;0.082;0.992;0.995;None;None;None;True
broken.s_curve;isomap.eng;9;1000;0.085;0.992;0.995;None;None;None;True
broken.s_curve;isomap.eng;10;1000;0.086;0.991;0.994;None;None;None;True
broken.s_curve;isomap.eng;11;1000;0.081;0.99;0.993;None;None;None;True
broken.s_curve;isomap.eng;12;1000;0.096;0.99;0.993;None;None;None;True
broken.s_curve;isomap.eng;13;1000;0.092;0.99;0.993;None;None;None;True
broken.s_curve;isomap.eng;14;1000;0.084;0.989;0.993;None;None;None;True
broken.s_curve;isomap.eng;15;1000;0.09;0.976;0.987;None;None;None;True
broken.s_curve;lle;5;1000;0.486;0.776;0.815;None;None;None;True
broken.s_curve;lle;6;1000;0.54;0.777;0.816;None;None;None;True
broken.s_curve;lle;7;1000;0.516;0.736;0.818;None;None;None;True
broken.s_curve;lle;8;1000;0.515;0.725;0.818;None;None;None;True
broken.s_curve;lle;9;1000;0.493;0.813;0.828;None;None;None;True
broken.s_curve;lle;10;1000;0.486;0.68;0.819;None;None;None;True
broken.s_curve;lle;11;1000;0.499;0.736;0.821;None;None;None;True
broken.s_curve;lle;12;1000;0.512;0.739;0.822;None;None;None;True
broken.s_curve;lle;13;1000;0.508;0.747;0.834;None;None;None;True
broken.s_curve;lle;14;1000;0.495;0.729;0.822;None;None;None;True
broken.s_curve;lle;15;1000;0.501;0.882;0.912;None;None;None;True
broken.s_curve;lle.eng;5;1000;0.206;0.955;0.983;None;None;None;True
broken.s_curve;lle.eng;6;1000;0.227;0.961;0.987;None;None;None;True
broken.s_curve;lle.eng;7;1000;0.094;0.986;0.992;None;None;None;True
broken.s_curve;lle.eng;8;1000;0.18;0.965;0.988;None;None;None;True
broken.s_curve;lle.eng;9;1000;0.084;0.991;0.993;None;None;None;True
broken.s_curve;lle.eng;10;1000;0.096;0.979;0.991;None;None;None;True
broken.s_curve;lle.eng;11;1000;0.121;0.968;0.988;None;None;None;True
broken.s_curve;lle.eng;12;1000;0.14;0.957;0.986;None;None;None;True
broken.s_curve;lle.eng;13;1000;0.108;0.94;0.983;None;None;None;True
broken.s_curve;lle.eng;14;1000;0.071;0.973;0.987;None;None;None;True
broken.s_curve;lle.eng;15;1000;0.19;0.921;0.978;None;None;None;True
broken.s_curve;le;5;1000;0.296;0.734;0.829;None;None;None;True
broken.s_curve;le;6;1000;0.401;0.578;0.693;None;None;None;True
broken.s_curve;le;7;1000;0.381;0.816;0.837;None;None;None;True
broken.s_curve;le;8;1000;0.318;0.735;0.867;None;None;None;True
broken.s_curve;le;9;1000;0.456;0.836;0.848;None;None;None;True
broken.s_curve;le;10;1000;0.409;0.81;0.841;None;None;None;True
broken.s_curve;le;11;1000;0.508;0.744;0.827;None;None;None;True
broken.s_curve;le;12;1000;0.521;0.731;0.821;None;None;None;True
broken.s_curve;le;13;1000;0.499;0.791;0.822;None;None;None;True
broken.s_curve;le;14;1000;0.49;0.793;0.824;None;None;None;True
broken.s_curve;le;15;1000;0.407;0.889;0.9;None;None;None;True
broken.s_curve;le.eng;5;1000;0.31;0.931;0.936;None;None;None;True
broken.s_curve;le.eng;6;1000;0.357;0.895;0.925;None;None;None;True
broken.s_curve;le.eng;7;1000;0.389;0.891;0.912;None;None;None;True
broken.s_curve;le.eng;8;1000;0.393;0.877;0.906;None;None;None;True
broken.s_curve;le.eng;9;1000;0.421;0.876;0.915;None;None;None;True
broken.s_curve;le.eng;10;1000;0.389;0.894;0.92;None;None;None;True
